,平台,区域,场地名称,场地主人,联系方式,场地活动类型,场地价格,场地大小,推荐人数,场地位置,服务设施,浏览量,咨询量,场地链接
356,活动行-活动场地,龙华区,独栋别墅-HiGOOO连锁轰趴-双城记A馆,团小姐,17818***020,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 路演 轰趴 亲子 读书会 年会 其他,"1490元/天 起
具体价格根据周末/周间及使用时长确定",450 平米起,40 人,梅花山庄咏梅园F30栋,投影设备 音响 麦克风 WIFI 餐饮 停车场 黑白板 桌椅 电视,63,0,http://venue.huodongxing.com/venue/detail/290907360667
357,活动行-活动场地,龙华区,独栋别墅-HiGOOO连锁轰趴-双城记B馆,团小姐,17818***020,聚会 商务活动 团建 DIY 体验 分享会/沙龙 发布会 课程 会议/论坛 路演 轰趴 亲子 读书会 年会 其他,"840元/天 起
具体价格根据周末/周间及使用时长确定",150 平米起,25 人,梅花山庄咏梅园F30栋,投影设备 音响 麦克风 WIFI 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视,81,0,http://venue.huodongxing.com/venue/detail/930907361100
358,活动行-活动场地,龙华区,220平空白场地,李瑶,19924***217,聚会 DIY 体验 分享会/沙龙 课程 路演 读书会,"1200元/天 起
摄影出租价格180一小时，三小时起租",220 平米起,35 人,深圳上早物业C20栋,投影设备 桌椅,39,0,http://venue.huodongxing.com/venue/detail/230889117587
359,活动行-活动场地,龙华区,剧本杀狼人杀推理馆、轰趴馆,哇▪WOW剧本杀推理社,17376***673,聚会 团建 分享会/沙龙 轰趴,"2000元/天 起
工作日1000每天，周末2000每天，店内备有各种桌游道具，饮料小食，如果需要组织剧本杀或者狼人杀，主持人费用另计，按照剧本时长收费，每天500封顶。",88 平米起,50 人,深圳市龙华区红山地铁站B口龙光玖钻1A座3009,投影设备 音响 WIFI 茶歇 停车场 黑白板,19,0,http://venue.huodongxing.com/venue/detail/390861734389
360,活动行-活动场地,龙华区,深圳梅花山庄欣梅园A27栋别墅,孙伟男,13128***6217,聚会 商务活动 团建 DIY 体验 分享会/沙龙 课程 会议/论坛 现场演出 轰趴 亲子 读书会 年会 其他,"1元/天 起
活动场地内设咖啡厅，咖啡消费可免场地费",600 平米起,50 人,民治梅花山庄欣梅园A27栋别墅,投影设备 银幕 音响 麦克风 WIFI 茶歇 停车场 黑白板 讲台 桌椅 电视 LED屏,66,0,http://venue.huodongxing.com/venue/detail/210875211764
361,活动行-活动场地,龙华区,筑梦之星-观澜湖国际大厦路演厅,筑梦之星,15920***755,商务活动 分享会/沙龙 课程 会议/论坛 路演 读书会,2400元/半天 起,236 平米起,100 人,深圳市龙华新区高尔夫大道5号观澜湖国际大厦4-16楼,投影设备 音响 麦克风 WIFI 黑白板 桌椅,43,1,http://venue.huodongxing.com/venue/detail/180850911386
362,活动行-活动场地,龙华区,蒲公英馆-CINEMA-LE-P.G.Y.,蒲仔,18138***602,聚会 商务活动 团建 分享会/沙龙 发布会 课程 会议/论坛 现场演出 展览 集市 路演 轰趴 读书会 年会,"6500元/5h 起
场地包含专业的电影级投影设备，舞台灯光音响等设施，电动伸缩座椅。独立庭院。非会员租用费用6500/5小时，全天（8：00-22：00）租用费用10000元（非会员）。此价格包含常规水电消耗，功率累计超过1万瓦的用电需另支付电费500元。场内设施包括：科视数字放映机，JBL5.1环绕音响系统，JBL返听一对，约200平方标准摄影棚，128座影院级放映厅，45平方独立化妆间，45平后台空间，舞台灯光，电影拍摄灯光等。",250 平米起,300 人,东环一路杰美康创意园E栋,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视,122,0,http://venue.huodongxing.com/venue/detail/370857885843
363,活动行-活动场地,龙华区,niuwork,陈先生,13028***114,分享会/沙龙 课程 现场演出 读书会 其他,"1300元/天 起
多功能会议室 1000元 路演厅 1300元",65 平米起,50 人,港深国际中心601,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 讲台 桌椅,121,2,http://venue.huodongxing.com/venue/detail/210846863646
364,活动行-活动场地,龙华区,大浪小辣椒餐厅,大浪小辣椒餐厅,0755-***32616,聚会 DIY 体验 分享会/沙龙,10000元/天 起,800 平米起,200 人,深圳市龙华区大浪街道同胜社区华旺路同窗路工业园14栋1层D133-141,投影设备 音响 麦克风 WIFI 茶歇 餐饮,554,39,http://venue.huodongxing.com/venue/detail/510698792460
365,活动行-活动场地,龙华区,赤烧100,赤烧100,0755-***41382,聚会 团建 分享会/沙龙,84元/人 起,200 平米起,100 人,广东省深圳市龙华区民治梅林关书香门第上河坊广场6栋1,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,1009,21,http://venue.huodongxing.com/venue/detail/310700448868
366,活动行-活动场地,龙华区,港湾宴会厅,港湾宴会厅,07556***1188,商务活动 分享会/沙龙 发布会,50000元/天 起,2000 平米起,500 人,深圳市龙华区龙华新城商业中心汇海广场2楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅,646,36,http://venue.huodongxing.com/venue/detail/990699052702
367,活动行-活动场地,龙华区,锦绣科学园,锦绣科学园,0755-***92939,分享会/沙龙 发布会,5000元/天 起,624 平米起,260 人,深圳市龙华新区观湖街道五河大道与观平路交汇处,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,1007,46,http://venue.huodongxing.com/venue/detail/890700004026
368,活动行-活动场地,龙华区,渡创空间,渡创空间,17324***082,分享会/沙龙 课程,4000元/天 起,300 平米起,90 人,深圳市龙华新区民治大道展滔科技大厦C座一楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,599,27,http://venue.huodongxing.com/venue/detail/960699756000
